formato,lectura_secuencial_s,lectura_aleatoria_s,throughput_secuencial_mb_s
CSV,0.1493117666686885,0.023941946667036973,167.88520091840832
Parquet,0.012604666665235223,0.00043609333370113744,1036.2873440730623
